ID,teza,datum_oddaje,vmesna_postaja
5571,8.68,11/1/2018,1/16/2019
5572,17.22,6/9/2018,1/4/2019
5573,1.47,9/28/2018,5/10/2019
5574,11.05,6/21/2018,4/5/2019
5575,7.51,2/3/2018,5/8/2019
5576,8.71,7/6/2018,4/26/2019
5577,1.95,3/17/2018,3/29/2019
5578,11.78,5/25/2018,2/1/2019
5579,1.17,1/27/2018,2/22/2019
5580,5.35,2/28/2018,1/17/2019
5581,11.19,5/19/2018,1/18/2019
5582,11.20,2/6/2018,4/26/2019
5583,7.97,7/9/2018,3/12/2019
5584,5.49,8/30/2018,4/7/2019
5585,11.28,1/26/2018,1/11/2019
5586,10.95,7/24/2018,3/16/2019
5587,0.31,6/26/2018,2/20/2019
5588,2.77,2/3/2018,4/29/2019
5589,19.16,7/26/2018,4/28/2019
5590,4.15,1/29/2018,4/6/2019
5591,11.01,8/16/2018,4/21/2019
5592,13.26,9/19/2018,3/28/2019
5593,4.38,5/14/2018,3/26/2019
5594,6.77,10/26/2018,2/19/2019
5595,9.22,3/7/2018,1/31/2019
5596,11.14,4/27/2018,3/14/2019
5597,1.54,11/28/2018,1/31/2019
5598,8.17,4/25/2018,1/2/2019
5599,12.72,11/15/2018,2/9/2019
5600,7.19,6/7/2018,1/8/2019
5601,12.54,2/14/2018,4/14/2019
5602,0.07,7/10/2018,3/10/2019
5603,10.55,6/17/2018,3/28/2019
5604,15.46,4/24/2018,3/10/2019
5605,7.44,8/3/2018,3/15/2019
5606,6.52,2/8/2018,12/8/2018
5607,14.04,11/11/2018,4/2/2019
5608,15.50,5/13/2018,5/2/2019
5609,12.23,3/25/2018,1/28/2019
5610,0.21,5/3/2018,2/22/2019
5611,11.02,11/2/2018,12/22/2018
5612,3.21,8/12/2018,4/12/2019
5613,4.12,10/13/2018,12/23/2018
5614,11.46,1/4/2018,1/23/2019
5615,2.41,11/20/2018,3/2/2019
5616,11.62,10/21/2018,12/29/2018
5617,14.28,6/2/2018,1/5/2019
5618,3.05,1/7/2018,12/27/2018
5619,0.64,5/27/2018,3/9/2019
5620,8.57,3/11/2018,5/10/2019
5621,12.10,11/6/2018,3/11/2019
5622,5.90,9/27/2018,4/21/2019
5623,2.42,6/8/2018,4/21/2019
5624,17.08,3/24/2018,3/30/2019
5625,7.50,1/8/2018,4/7/2019
5626,0.77,5/3/2018,3/16/2019
5627,13.79,4/28/2018,3/20/2019
5628,7.25,11/10/2018,2/5/2019
5629,17.00,3/19/2018,3/30/2019
5630,5.48,10/26/2018,12/26/2018
5631,17.34,1/7/2018,4/19/2019
5632,15.67,2/9/2018,3/5/2019
5633,9.81,6/4/2018,1/29/2019
5634,9.55,1/10/2018,5/14/2019
5635,5.37,8/11/2018,1/31/2019
5636,0.55,3/19/2018,4/28/2019
5637,8.74,4/22/2018,3/19/2019
5638,13.18,5/28/2018,12/26/2018
5639,10.55,9/21/2018,1/24/2019
5640,12.42,11/21/2018,12/7/2018
5641,19.97,5/31/2018,12/19/2018
5642,18.55,8/10/2018,5/9/2019
5643,18.04,7/6/2018,1/6/2019
5644,1.99,7/12/2018,12/17/2018
5645,16.91,5/25/2018,4/7/2019
5646,11.36,4/11/2018,2/8/2019
5647,12.10,11/15/2018,5/13/2019
5648,15.44,8/10/2018,3/13/2019
5649,10.82,9/11/2018,3/26/2019
5650,2.33,7/30/2018,5/11/2019
5651,2.67,8/13/2018,3/28/2019
5652,6.93,10/3/2018,1/27/2019
5653,4.70,10/24/2018,4/15/2019
5654,1.62,1/21/2018,12/26/2018
5655,0.42,7/25/2018,2/24/2019
5656,7.98,8/29/2018,4/11/2019
5657,6.65,5/22/2018,4/26/2019
5658,13.20,8/21/2018,12/16/2018
5659,18.75,4/13/2018,4/30/2019
5660,1.26,1/5/2018,12/2/2018
5661,6.80,8/13/2018,1/18/2019
5662,6.71,8/28/2018,1/28/2019
5663,16.30,2/26/2018,1/1/2019
5664,16.18,7/10/2018,12/15/2018
5665,15.41,11/19/2018,3/1/2019
5666,0.03,9/16/2018,3/17/2019
5667,19.63,11/22/2018,12/25/2018
5668,9.74,3/27/2018,1/26/2019
5669,17.03,11/3/2018,2/8/2019
5670,10.01,10/19/2018,2/11/2019
5671,4.08,3/18/2018,4/10/2019
5672,14.24,10/30/2018,3/31/2019
5673,14.83,4/11/2018,4/26/2019
5674,19.47,7/11/2018,4/14/2019
5675,0.35,6/19/2018,12/19/2018
5676,8.82,3/18/2018,4/11/2019
5677,8.90,9/18/2018,3/23/2019
5678,3.38,10/31/2018,1/25/2019
5679,7.09,11/13/2018,1/10/2019
5680,0.61,5/9/2018,3/6/2019
5681,12.06,2/7/2018,5/2/2019
5682,0.94,4/22/2018,5/10/2019
5683,0.75,9/3/2018,5/17/2019
5684,16.33,2/6/2018,5/14/2019
5685,4.48,5/19/2018,1/16/2019
5686,3.60,4/23/2018,1/25/2019
5687,1.52,1/10/2018,4/19/2019
5688,7.25,6/7/2018,1/26/2019
5689,5.19,8/19/2018,5/16/2019
5690,19.47,2/18/2018,2/15/2019
5691,4.85,11/28/2018,12/22/2018
5692,10.74,11/7/2018,4/19/2019
5693,14.87,6/1/2018,12/18/2018
5694,1.37,9/16/2018,1/3/2019
5695,2.53,2/14/2018,3/2/2019
5696,18.75,5/15/2018,2/6/2019
5697,16.39,4/16/2018,5/12/2019
5698,13.34,5/23/2018,4/4/2019
5699,6.91,6/5/2018,5/13/2019
5700,0.12,9/28/2018,1/6/2019
5701,5.88,7/24/2018,1/25/2019
5702,12.49,6/29/2018,5/5/2019
5703,3.90,11/25/2018,2/28/2019
5704,19.83,8/25/2018,1/20/2019
5705,19.14,4/26/2018,3/8/2019
5706,15.19,5/14/2018,4/30/2019
5707,0.00,5/31/2018,4/11/2019
5708,11.68,10/29/2018,3/5/2019
5709,19.12,1/15/2018,2/11/2019
5710,11.26,1/18/2018,3/26/2019
5711,15.36,1/3/2018,1/19/2019
5712,16.18,10/12/2018,5/11/2019
5713,7.24,11/14/2018,3/16/2019
5714,7.64,10/19/2018,12/21/2018
5715,9.40,5/11/2018,2/7/2019
5716,0.33,11/25/2018,2/8/2019
5717,9.88,9/15/2018,1/22/2019
5718,15.84,11/15/2018,4/23/2019
5719,18.29,7/6/2018,3/22/2019
5720,4.88,11/30/2018,3/16/2019
5721,1.15,4/21/2018,2/2/2019
5722,13.73,4/3/2018,1/25/2019
5723,10.62,10/21/2018,4/20/2019
5724,6.58,1/16/2018,5/11/2019
5725,13.22,8/15/2018,3/13/2019
5726,5.91,2/24/2018,1/16/2019
5727,7.47,9/27/2018,3/26/2019
5728,4.59,1/27/2018,5/7/2019
5729,6.56,4/3/2018,2/9/2019
5730,10.43,9/3/2018,2/8/2019
5731,15.65,10/16/2018,4/19/2019
5732,10.52,3/31/2018,1/3/2019
5733,13.66,9/17/2018,4/23/2019
5734,17.71,6/25/2018,3/29/2019
5735,12.56,11/16/2018,12/28/2018
5736,19.53,1/25/2018,4/26/2019
5737,16.88,11/24/2018,5/17/2019
5738,1.90,5/23/2018,3/29/2019
5739,12.78,1/9/2018,3/17/2019
5740,15.40,5/30/2018,3/9/2019
5741,19.70,11/24/2018,12/19/2018
5742,8.45,1/22/2018,4/23/2019
5743,3.22,5/29/2018,2/15/2019
5744,10.04,1/6/2018,4/13/2019
5745,5.12,10/24/2018,1/26/2019
5746,17.82,2/23/2018,1/12/2019
5747,12.47,8/28/2018,2/12/2019
5748,5.20,1/29/2018,1/27/2019
5749,7.70,10/15/2018,4/27/2019
5750,13.48,1/19/2018,2/7/2019
5751,18.00,3/10/2018,4/4/2019
5752,8.14,8/5/2018,3/13/2019
5753,10.24,10/31/2018,12/25/2018
5754,13.19,11/8/2018,2/23/2019
5755,19.52,8/24/2018,4/20/2019
5756,3.78,8/21/2018,12/18/2018
5757,10.47,7/27/2018,1/5/2019
5758,8.46,11/24/2018,2/28/2019
5759,18.26,11/14/2018,2/21/2019
5760,5.45,9/28/2018,4/30/2019
5761,7.22,3/19/2018,4/14/2019
5762,2.36,10/17/2018,2/25/2019
5763,15.99,8/19/2018,3/19/2019
5764,1.77,2/21/2018,12/6/2018
5765,1.63,11/28/2018,3/9/2019
5766,19.88,3/2/2018,3/1/2019
5767,1.80,2/10/2018,1/5/2019
5768,4.74,2/8/2018,5/17/2019
5769,8.37,9/4/2018,3/9/2019
5770,3.60,6/7/2018,2/24/2019
5771,13.18,3/6/2018,4/8/2019
5772,7.64,4/25/2018,12/12/2018
5773,15.93,10/30/2018,1/16/2019
5774,12.23,2/17/2018,12/31/2018
5775,8.35,1/12/2018,1/13/2019
5776,4.29,7/8/2018,1/17/2019
5777,19.83,10/14/2018,2/22/2019
5778,10.59,10/28/2018,4/29/2019
5779,7.12,1/20/2018,3/22/2019
5780,18.97,1/7/2018,2/21/2019
5781,1.66,2/15/2018,2/5/2019
5782,17.02,11/19/2018,4/10/2019
5783,9.28,5/12/2018,3/6/2019
5784,19.77,10/9/2018,5/15/2019
5785,18.52,8/11/2018,12/2/2018
5786,16.16,4/18/2018,1/15/2019
5787,1.85,6/28/2018,12/31/2018
5788,17.50,2/12/2018,3/14/2019
5789,11.74,9/12/2018,2/14/2019
5790,9.33,7/31/2018,5/16/2019
5791,15.68,10/8/2018,12/7/2018
5792,3.96,10/2/2018,12/16/2018
5793,13.84,10/6/2018,4/25/2019
5794,19.74,5/7/2018,5/1/2019
5795,15.45,9/27/2018,2/25/2019
5796,19.09,1/6/2018,4/21/2019
5797,9.34,1/19/2018,3/9/2019
5798,8.26,5/5/2018,12/7/2018
5799,0.66,6/9/2018,4/1/2019
5800,0.61,4/2/2018,2/6/2019
5801,18.96,3/18/2018,4/1/2019
5802,17.30,1/4/2018,4/24/2019
5803,14.77,3/1/2018,5/15/2019
5804,16.86,6/19/2018,2/12/2019
5805,2.99,10/7/2018,3/12/2019
5806,11.21,5/25/2018,4/11/2019
5807,15.29,7/3/2018,4/13/2019
5808,7.26,11/17/2018,5/7/2019
5809,4.37,1/19/2018,2/11/2019
5810,5.64,1/17/2018,2/13/2019
5811,18.02,11/12/2018,1/12/2019
5812,4.29,1/4/2018,1/9/2019
5813,12.93,4/13/2018,1/5/2019
5814,5.91,8/12/2018,2/10/2019
5815,7.58,6/6/2018,3/16/2019
5816,12.79,10/4/2018,3/30/2019
5817,2.69,8/11/2018,3/16/2019
5818,19.04,8/14/2018,2/16/2019
5819,2.13,9/10/2018,12/15/2018
5820,9.31,7/3/2018,5/3/2019
5821,7.78,9/6/2018,12/20/2018
5822,11.24,10/31/2018,5/7/2019
5823,4.50,8/26/2018,2/22/2019
5824,2.98,9/21/2018,2/5/2019
5825,7.17,6/12/2018,2/7/2019
5826,14.40,4/6/2018,12/13/2018
5827,1.25,3/6/2018,2/16/2019
5828,11.57,5/17/2018,12/4/2018
5829,4.34,2/6/2018,3/27/2019
5830,5.35,10/25/2018,5/13/2019
5831,15.36,7/31/2018,5/17/2019
5832,16.51,5/22/2018,12/25/2018
5833,17.66,4/12/2018,3/25/2019
5834,1.92,4/8/2018,3/30/2019
5835,14.39,2/7/2018,5/5/2019
5836,19.27,3/20/2018,12/11/2018
5837,9.28,6/3/2018,1/6/2019
5838,0.06,10/12/2018,3/4/2019
5839,6.59,3/7/2018,3/26/2019
5840,16.57,6/17/2018,5/5/2019
5841,10.62,2/28/2018,2/10/2019
5842,11.43,9/28/2018,12/15/2018
5843,4.02,9/30/2018,3/5/2019
5844,11.93,11/8/2018,2/8/2019
5845,7.95,7/4/2018,4/8/2019
5846,7.91,4/22/2018,4/14/2019
5847,8.00,2/13/2018,2/23/2019
5848,9.12,11/18/2018,2/18/2019
5849,13.94,2/5/2018,3/12/2019
5850,17.40,3/3/2018,4/17/2019
5851,17.04,10/17/2018,5/8/2019
5852,1.36,1/14/2018,4/29/2019
5853,0.08,8/7/2018,5/7/2019
5854,9.53,7/29/2018,12/14/2018
5855,14.26,8/15/2018,1/30/2019
5856,10.29,11/25/2018,2/3/2019
5857,6.11,3/29/2018,4/2/2019
5858,6.69,6/2/2018,2/7/2019
5859,14.46,11/14/2018,3/4/2019
5860,5.35,10/4/2018,12/2/2018
5861,16.75,11/4/2018,4/19/2019
5862,8.10,2/17/2018,12/28/2018
5863,19.04,8/13/2018,4/24/2019
5864,15.07,2/16/2018,3/2/2019
5865,7.09,11/5/2018,1/5/2019
5866,9.31,10/17/2018,12/15/2018
5867,20.00,1/22/2018,5/10/2019
5868,5.49,4/4/2018,12/20/2018
5869,15.42,11/11/2018,1/5/2019
5870,17.82,8/30/2018,12/6/2018
5871,4.63,3/21/2018,12/6/2018
5872,13.62,6/3/2018,12/11/2018
5873,2.93,1/19/2018,4/8/2019
5874,17.41,3/7/2018,12/31/2018
5875,8.74,7/14/2018,1/31/2019
5876,6.07,7/7/2018,3/8/2019
5877,5.00,2/25/2018,2/10/2019
5878,7.25,10/8/2018,1/28/2019
5879,2.81,2/21/2018,4/23/2019
5880,11.73,7/2/2018,3/7/2019
5881,16.57,2/14/2018,1/9/2019
5882,18.88,5/19/2018,4/21/2019
5883,7.01,7/17/2018,3/29/2019
5884,16.90,8/1/2018,3/26/2019
5885,11.31,8/13/2018,1/23/2019
5886,12.15,4/11/2018,5/14/2019
5887,8.00,5/22/2018,1/12/2019
5888,14.35,10/20/2018,1/27/2019
5889,6.82,1/8/2018,3/12/2019
5890,11.68,5/30/2018,4/29/2019
5891,9.42,11/25/2018,1/16/2019
5892,10.52,7/24/2018,5/13/2019
5893,8.16,6/17/2018,5/1/2019
5894,3.81,7/12/2018,4/20/2019
5895,7.50,6/10/2018,12/14/2018
5896,11.07,5/5/2018,5/4/2019
5897,6.39,6/13/2018,5/8/2019
5898,14.32,1/6/2018,3/25/2019
5899,19.57,2/9/2018,2/13/2019
5900,19.84,7/5/2018,12/3/2018
5901,2.13,8/18/2018,12/10/2018
5902,12.76,5/22/2018,1/16/2019
5903,5.67,7/10/2018,4/7/2019
5904,18.42,8/15/2018,4/28/2019
5905,1.48,2/25/2018,2/9/2019
5906,14.09,10/1/2018,3/4/2019
5907,10.07,11/12/2018,12/15/2018
5908,17.59,8/21/2018,2/24/2019
5909,9.09,9/13/2018,3/13/2019
5910,5.67,7/17/2018,3/1/2019
5911,2.84,10/26/2018,2/5/2019
5912,18.00,4/12/2018,1/22/2019
5913,11.14,3/10/2018,5/17/2019
5914,4.27,11/25/2018,1/3/2019
5915,8.72,10/25/2018,1/31/2019
5916,13.99,9/12/2018,3/17/2019
5917,2.44,11/9/2018,12/4/2018
5918,4.77,10/16/2018,1/11/2019
5919,17.38,3/15/2018,2/24/2019
5920,19.41,1/10/2018,4/12/2019
5921,5.60,7/25/2018,12/23/2018
5922,15.10,5/15/2018,1/8/2019
5923,3.99,1/2/2018,4/4/2019
5924,1.72,4/22/2018,4/8/2019
5925,2.90,3/22/2018,12/3/2018
5926,15.24,2/24/2018,3/12/2019
5927,3.44,7/27/2018,4/8/2019
5928,19.32,6/4/2018,4/6/2019
5929,16.77,2/17/2018,3/4/2019
5930,13.19,1/5/2018,1/17/2019
5931,2.92,1/31/2018,4/11/2019
5932,10.43,8/31/2018,1/21/2019
5933,9.42,8/13/2018,1/22/2019
5934,19.11,2/27/2018,3/26/2019
5935,0.67,6/6/2018,2/17/2019
5936,7.22,5/31/2018,1/12/2019
5937,2.92,6/14/2018,1/14/2019
5938,14.33,11/5/2018,5/9/2019
5939,6.63,11/7/2018,3/21/2019
5940,13.53,6/29/2018,1/1/2019
5941,19.44,9/17/2018,1/20/2019
5942,15.34,7/28/2018,5/16/2019
5943,14.07,11/18/2018,4/12/2019
5944,12.93,9/25/2018,4/23/2019
5945,9.43,2/25/2018,5/2/2019
5946,2.58,7/31/2018,2/20/2019
5947,5.88,10/4/2018,3/3/2019
5948,13.24,6/7/2018,5/2/2019
5949,5.19,3/9/2018,1/19/2019
5950,8.24,8/8/2018,3/12/2019
5951,15.79,3/7/2018,12/20/2018
5952,19.76,5/26/2018,3/26/2019
5953,10.94,10/20/2018,3/10/2019
5954,14.93,8/9/2018,5/17/2019
5955,19.03,10/19/2018,4/15/2019
5956,17.86,6/4/2018,5/4/2019
5957,6.19,8/6/2018,12/18/2018
5958,1.29,4/18/2018,12/12/2018
5959,12.24,8/9/2018,2/18/2019
5960,11.54,7/13/2018,2/3/2019
5961,10.39,1/21/2018,3/1/2019
5962,15.32,5/8/2018,2/28/2019
5963,11.39,1/13/2018,3/31/2019
5964,2.04,7/5/2018,12/31/2018
5965,6.73,11/2/2018,12/29/2018
5966,4.65,2/26/2018,1/29/2019
5967,17.38,6/9/2018,4/9/2019
5968,17.32,5/26/2018,2/19/2019
5969,7.59,7/27/2018,4/26/2019
5970,17.22,11/28/2018,1/13/2019
5971,9.22,6/9/2018,1/6/2019
5972,13.57,3/29/2018,4/8/2019
5973,17.86,7/8/2018,1/25/2019
5974,11.96,6/27/2018,12/21/2018
5975,5.16,4/20/2018,5/11/2019
5976,3.64,3/31/2018,3/21/2019
5977,11.98,9/17/2018,12/7/2018
5978,3.24,3/23/2018,2/28/2019
5979,14.56,9/10/2018,3/27/2019
5980,9.62,11/24/2018,2/3/2019
5981,5.70,1/16/2018,2/6/2019
5982,1.25,6/17/2018,1/8/2019
5983,0.23,1/31/2018,1/14/2019
5984,6.65,10/20/2018,2/26/2019
5985,10.43,4/23/2018,12/21/2018
5986,1.32,5/6/2018,3/13/2019
5987,13.71,11/3/2018,2/3/2019
5988,10.36,5/16/2018,4/29/2019
5989,8.56,3/22/2018,1/17/2019
5990,8.30,1/19/2018,2/25/2019
5991,17.34,5/14/2018,5/3/2019
5992,3.55,3/2/2018,2/17/2019
5993,3.33,4/21/2018,1/22/2019
5994,1.05,10/7/2018,12/28/2018
5995,1.39,5/5/2018,12/21/2018
5996,7.31,3/20/2018,12/2/2018
5997,7.67,9/6/2018,3/31/2019
5998,19.59,7/23/2018,5/11/2019
5999,1.21,2/15/2018,4/17/2019
6000,1.11,2/27/2018,3/18/2019
6001,2.61,2/14/2018,3/28/2019
6002,11.45,6/13/2018,3/1/2019
6003,5.27,1/14/2018,2/9/2019
6004,2.94,5/4/2018,12/14/2018
6005,1.99,9/16/2018,3/15/2019
6006,17.82,7/27/2018,3/6/2019
6007,7.77,3/17/2018,12/15/2018
6008,2.55,2/19/2018,2/23/2019
6009,4.14,1/25/2018,1/23/2019
6010,18.44,8/21/2018,4/7/2019
6011,11.99,1/16/2018,3/24/2019
6012,7.56,1/9/2018,3/27/2019
6013,6.07,3/2/2018,4/23/2019
6014,10.08,3/31/2018,12/17/2018
6015,12.93,5/20/2018,2/9/2019
6016,12.53,6/16/2018,4/16/2019
6017,9.78,11/14/2018,1/19/2019
6018,2.14,9/4/2018,3/20/2019
6019,5.23,10/6/2018,3/8/2019
6020,8.49,5/31/2018,5/14/2019
6021,1.74,3/13/2018,4/12/2019
6022,16.95,7/7/2018,5/8/2019
6023,14.76,4/4/2018,3/27/2019
6024,8.39,2/9/2018,12/4/2018
6025,4.91,2/18/2018,5/6/2019
6026,18.89,11/12/2018,2/16/2019
6027,15.71,5/28/2018,4/20/2019
6028,4.22,8/15/2018,3/15/2019
6029,14.28,11/29/2018,2/13/2019
6030,1.04,2/23/2018,2/17/2019
6031,12.30,5/1/2018,1/5/2019
6032,13.02,1/19/2018,3/31/2019
6033,0.88,1/26/2018,12/10/2018
6034,7.35,9/2/2018,5/4/2019
6035,6.45,2/22/2018,5/15/2019
6036,15.91,11/29/2018,1/8/2019
6037,12.15,7/23/2018,1/19/2019
6038,11.74,9/15/2018,4/1/2019
6039,4.39,6/22/2018,1/30/2019
6040,3.92,11/22/2018,4/22/2019
6041,14.97,7/21/2018,12/24/2018
6042,0.14,8/5/2018,3/18/2019
6043,19.63,10/8/2018,4/8/2019
6044,14.51,4/11/2018,4/12/2019
6045,6.73,10/29/2018,1/16/2019
6046,10.54,4/17/2018,12/23/2018
6047,5.26,6/25/2018,4/21/2019
6048,10.00,6/18/2018,4/2/2019
6049,7.83,8/6/2018,1/3/2019
6050,2.56,3/18/2018,1/4/2019
6051,4.30,2/11/2018,12/7/2018
6052,7.15,6/15/2018,3/13/2019
6053,6.56,1/1/2018,4/9/2019
6054,0.43,8/24/2018,3/29/2019
6055,2.75,8/24/2018,12/13/2018
6056,8.76,4/21/2018,1/20/2019
6057,15.49,4/6/2018,2/14/2019
6058,15.76,11/2/2018,4/23/2019
6059,16.54,1/9/2018,12/18/2018
6060,15.27,4/25/2018,2/18/2019
6061,10.18,5/25/2018,4/22/2019
6062,15.82,6/4/2018,2/17/2019
6063,17.59,1/31/2018,2/10/2019
6064,2.32,5/2/2018,12/19/2018
6065,8.62,4/8/2018,4/16/2019
6066,3.08,4/19/2018,12/16/2018
6067,5.79,11/22/2018,2/15/2019
6068,2.60,11/25/2018,1/20/2019
6069,13.24,1/10/2018,5/17/2019
6070,11.93,3/31/2018,3/20/2019
6071,10.54,10/6/2018,12/18/2018
6072,12.57,8/11/2018,4/8/2019
6073,9.08,1/4/2018,1/25/2019
6074,11.95,1/21/2018,2/8/2019
6075,18.60,1/23/2018,1/14/2019
6076,17.04,10/4/2018,2/27/2019
6077,5.51,6/12/2018,2/25/2019
6078,12.57,4/7/2018,12/4/2018
6079,18.08,6/24/2018,12/22/2018
6080,12.02,11/21/2018,12/20/2018
6081,9.84,4/1/2018,4/5/2019
6082,8.08,3/9/2018,5/16/2019
6083,11.80,11/14/2018,3/12/2019
6084,15.21,11/26/2018,4/16/2019
6085,15.97,6/29/2018,4/18/2019
6086,8.52,8/29/2018,4/30/2019
6087,14.94,1/13/2018,12/18/2018
6088,7.34,2/3/2018,1/14/2019
6089,15.23,3/26/2018,2/21/2019
6090,3.91,4/25/2018,5/7/2019
6091,8.22,11/2/2018,2/10/2019
6092,8.52,8/21/2018,3/26/2019
6093,15.00,1/15/2018,12/2/2018
6094,12.12,11/6/2018,1/22/2019
6095,16.99,11/25/2018,1/6/2019
6096,3.63,2/7/2018,12/30/2018
6097,1.99,5/25/2018,3/10/2019
6098,3.15,7/15/2018,12/4/2018
6099,5.92,10/3/2018,12/3/2018
6100,7.40,6/12/2018,3/5/2019
6101,1.77,5/18/2018,12/8/2018
6102,8.23,11/8/2018,12/29/2018
6103,5.24,5/14/2018,3/22/2019
6104,3.23,8/10/2018,2/25/2019
6105,19.64,9/29/2018,2/18/2019
6106,13.50,4/20/2018,2/1/2019
6107,7.64,10/13/2018,3/6/2019
6108,12.42,3/10/2018,2/12/2019
6109,5.23,6/14/2018,5/2/2019
6110,2.61,9/29/2018,4/11/2019
6111,11.78,4/6/2018,1/20/2019
6112,7.55,2/15/2018,12/26/2018
6113,5.38,10/18/2018,3/14/2019
6114,17.95,6/25/2018,5/9/2019
6115,7.31,6/28/2018,2/19/2019
6116,3.37,8/14/2018,5/3/2019
6117,12.18,3/15/2018,12/5/2018
6118,3.77,5/22/2018,4/22/2019
6119,10.72,6/11/2018,1/17/2019
6120,11.71,11/8/2018,12/17/2018
6121,10.56,5/19/2018,5/8/2019
6122,6.09,10/23/2018,3/28/2019
6123,3.21,11/14/2018,4/20/2019
6124,17.48,8/18/2018,1/21/2019
6125,11.13,4/13/2018,4/19/2019
6126,10.02,6/21/2018,3/13/2019
6127,11.09,3/25/2018,2/6/2019
6128,12.89,11/27/2018,5/1/2019
6129,12.24,2/25/2018,5/11/2019
6130,7.12,6/13/2018,4/28/2019
6131,2.04,9/27/2018,12/6/2018
6132,8.33,10/9/2018,5/4/2019
6133,18.45,9/15/2018,2/6/2019
6134,2.12,1/4/2018,2/12/2019
6135,16.42,1/16/2018,1/17/2019
6136,11.82,8/29/2018,1/16/2019
6137,4.54,10/22/2018,1/24/2019
6138,17.56,11/19/2018,2/7/2019
6139,4.38,11/9/2018,2/6/2019
6140,6.20,1/22/2018,3/1/2019
6141,14.75,4/7/2018,4/23/2019
6142,4.46,5/22/2018,3/12/2019
6143,18.04,4/23/2018,2/22/2019
6144,19.90,9/15/2018,12/17/2018
6145,9.90,3/26/2018,4/11/2019
6146,14.34,9/20/2018,2/8/2019
6147,9.40,10/26/2018,3/26/2019
6148,15.86,7/15/2018,4/12/2019
6149,18.26,4/8/2018,12/20/2018
6150,1.45,7/9/2018,12/2/2018
6151,3.72,2/16/2018,4/7/2019
6152,18.64,10/6/2018,12/20/2018
6153,4.38,3/9/2018,1/20/2019
6154,0.17,10/19/2018,12/22/2018
6155,17.23,11/5/2018,3/14/2019
6156,19.95,8/11/2018,2/26/2019
6157,10.39,4/12/2018,4/9/2019
6158,2.09,3/14/2018,2/16/2019
6159,13.73,7/22/2018,2/23/2019
6160,13.02,7/7/2018,5/5/2019
6161,13.10,7/1/2018,4/3/2019
6162,6.69,3/11/2018,4/12/2019
6163,4.73,5/22/2018,2/28/2019
6164,1.90,10/29/2018,1/2/2019
6165,6.94,5/18/2018,4/16/2019
6166,13.12,3/20/2018,3/25/2019
6167,7.65,9/11/2018,4/13/2019
6168,12.66,4/2/2018,1/24/2019
6169,5.04,11/19/2018,3/23/2019
6170,18.48,3/25/2018,12/31/2018
6171,3.07,2/18/2018,4/22/2019
6172,12.12,8/29/2018,3/25/2019
6173,15.44,6/5/2018,2/9/2019
6174,2.78,10/9/2018,4/30/2019
6175,2.60,10/10/2018,4/7/2019
6176,0.73,9/2/2018,3/13/2019
6177,11.24,8/27/2018,1/17/2019
6178,8.43,11/29/2018,3/10/2019
6179,7.42,6/28/2018,12/10/2018
6180,12.30,1/14/2018,4/28/2019
6181,10.63,2/28/2018,4/4/2019
6182,3.51,3/19/2018,3/29/2019
6183,15.99,2/28/2018,2/4/2019
6184,5.91,6/24/2018,1/12/2019
6185,12.06,9/18/2018,12/12/2018
6186,3.02,10/13/2018,2/15/2019
6187,3.46,9/2/2018,5/16/2019
6188,18.87,1/24/2018,1/5/2019
6189,1.85,10/25/2018,12/10/2018
6190,6.21,10/31/2018,1/25/2019
6191,2.84,3/13/2018,5/10/2019
6192,6.79,5/17/2018,3/7/2019
6193,4.62,9/21/2018,5/11/2019
6194,7.77,4/10/2018,3/19/2019
6195,6.27,11/28/2018,4/15/2019
6196,12.56,1/24/2018,12/11/2018
6197,6.72,4/1/2018,2/22/2019
6198,13.48,2/27/2018,3/16/2019
6199,18.30,4/9/2018,3/29/2019
6200,3.09,7/12/2018,5/17/2019
6201,0.76,1/4/2018,2/4/2019
6202,17.84,3/17/2018,2/10/2019
6203,16.68,9/1/2018,5/1/2019
6204,18.40,2/10/2018,1/18/2019
6205,8.32,10/19/2018,4/25/2019
6206,3.02,6/1/2018,12/7/2018
6207,4.16,1/9/2018,3/31/2019
6208,15.40,3/13/2018,4/15/2019
6209,14.08,1/8/2018,5/9/2019
6210,2.83,4/5/2018,1/19/2019
6211,12.17,9/26/2018,4/15/2019
6212,10.51,2/17/2018,12/24/2018
6213,10.05,2/7/2018,12/20/2018
6214,4.92,6/15/2018,1/16/2019
6215,2.40,5/10/2018,3/27/2019
6216,3.34,8/15/2018,12/12/2018
6217,13.44,4/13/2018,12/3/2018
6218,17.73,5/12/2018,3/23/2019
6219,4.38,8/18/2018,1/11/2019
6220,10.09,3/30/2018,12/17/2018
6221,11.07,9/13/2018,5/9/2019
6222,17.10,5/24/2018,4/6/2019
6223,7.30,5/14/2018,2/16/2019
6224,0.66,11/30/2018,3/15/2019
6225,18.79,1/22/2018,3/22/2019
6226,18.53,5/5/2018,3/23/2019
6227,19.53,7/3/2018,12/19/2018
6228,13.14,5/28/2018,1/9/2019
6229,2.47,9/26/2018,1/18/2019
6230,10.78,8/3/2018,1/10/2019
6231,6.74,11/22/2018,12/17/2018
6232,1.30,1/16/2018,4/1/2019
6233,18.75,4/4/2018,2/22/2019
6234,7.37,6/19/2018,2/22/2019
6235,7.25,1/28/2018,4/3/2019
